
10 ; 0.215 ;0.227 ;0.259 ;0.281 ;0.315 ;0.328 ;0.365 ;0.379 ;0.467 ;
11 ; 0.223 ;0.249 ;0.294 ;0.319 ;0.339 ;0.348 ;0.402 ;0.415 ;0.460 ;
12 ; 0.235 ;0.263 ;0.304 ;0.323 ;0.366 ;0.389 ;0.438 ;0.584 ;0.513 ;
13 ; 0.242 ;0.279 ;0.321 ;0.349 ;0.385 ;0.413 ;0.483 ;0.518 ;0.574 ;
14 ; 0.253 ;0.281 ;0.332 ;0.374 ;0.421 ;0.443 ;0.542 ;0.575 ;0.661 ;
15 ; 0.276 ;0.331 ;0.363 ;0.398 ;0.483 ;0.503 ;0.643 ;0.656 ;0.760 ;
16 ; 0.276 ;0.331 ;0.410 ;0.467 ;0.526 ;0.565 ;0.666 ;0.712 ;0.812 ;
17 ; 0.300 ;0.345 ;0.440 ;0.499 ;0.568 ;0.621 ;0.760 ;0.807 ;0.853 ;
18 ; 0.307 ;0.365 ;0.446 ;0.510 ;0.583 ;0.638 ;0.778 ;0.833 ;0.949 ;
19 ; 0.327 ;0.393 ;0.487 ;0.573 ;0.633 ;0.703 ;0.856 ;0.918 ;1.010 ;
20 ; 0.375 ;0.419 ;0.515 ;0.602 ;0.690 ;0.742 ;0.916 ;0.972 ;1.130 ;
21 ; 0.473 ;0.439 ;0.563 ;0.643 ;0.814 ;0.850 ;1.030 ;1.140 ;1.266 ;
22 ; 0.421 ;0.493 ;0.625 ;0.732 ;0.861 ;0.961 ;1.132 ;1.183 ;1.330 ;
23 ; 0.431 ;0.511 ;0.649 ;0.749 ;0.887 ;0.930 ;1.177 ;1.354 ;1.544 ;
24 ; 0.481 ;0.554 ;0.731 ;0.879 ;0.984 ;1.081 ;1.376 ;1.379 ;1.598 ;
25 ; 0.497 ;0.580 ;0.756 ;0.867 ;1.009 ;1.107 ;1.398 ;1.511 ;1.710 ;
26 ; 0.514 ;0.622 ;0.809 ;0.931 ;1.137 ;1.245 ;1.590 ;1.689 ;1.986 ;
27 ; 0.557 ;0.696 ;0.883 ;1.058 ;1.278 ;1.367 ;1.694 ;2.008 ;2.020 ;
28 ; 0.608 ;0.740 ;0.979 ;1.166 ;1.343 ;1.439 ;1.867 ;1.961 ;2.307 ;
29 ; 0.629 ;0.791 ;1.041 ;1.233 ;1.437 ;1.553 ;1.937 ;2.082 ;2.413 ;
30 ; 0.709 ;0.862 ;1.140 ;1.312 ;1.552 ;1.707 ;2.066 ;2.139 ;2.473 ;
