
10 ; 0.041 ;0.057 ;0.085 ;0.100 ;0.117 ;0.132 ;0.183 ;0.188 ;0.214 ;
11 ; 0.051 ;0.070 ;0.097 ;0.146 ;0.160 ;0.185 ;0.215 ;0.240 ;0.275 ;
12 ; 0.058 ;0.083 ;0.120 ;0.147 ;0.185 ;0.206 ;0.262 ;0.275 ;0.325 ;
13 ; 0.067 ;0.096 ;0.144 ;0.171 ;0.203 ;0.234 ;0.309 ;0.331 ;0.384 ;
14 ; 0.079 ;0.113 ;0.160 ;0.215 ;0.242 ;0.273 ;0.357 ;0.398 ;0.466 ;
15 ; 0.097 ;0.134 ;0.198 ;0.273 ;0.393 ;0.313 ;0.429 ;0.467 ;0.563 ;
16 ; 0.114 ;0.147 ;0.222 ;0.273 ;0.327 ;0.363 ;0.471 ;0.561 ;0.656 ;
17 ; 0.118 ;0.168 ;0.247 ;0.302 ;0.365 ;0.398 ;0.536 ;0.596 ;0.666 ;
18 ; 0.134 ;0.192 ;0.269 ;0.353 ;0.464 ;0.492 ;0.598 ;0.660 ;0.775 ;
19 ; 0.152 ;0.215 ;0.314 ;0.393 ;0.483 ;0.545 ;0.710 ;0.768 ;0.910 ;
20 ; 0.175 ;0.258 ;0.366 ;0.439 ;0.537 ;0.583 ;0.764 ;0.834 ;0.943 ;
21 ; 0.195 ;0.267 ;0.381 ;0.466 ;0.574 ;0.652 ;0.878 ;0.944 ;1.082 ;
22 ; 0.213 ;0.307 ;0.431 ;0.523 ;0.653 ;0.723 ;0.945 ;1.036 ;1.200 ;
23 ; 0.246 ;0.330 ;0.469 ;0.578 ;0.693 ;0.782 ;1.014 ;1.123 ;1.316 ;
24 ; 0.259 ;0.362 ;0.543 ;0.635 ;0.796 ;0.870 ;1.126 ;1.271 ;1.479 ;
25 ; 0.296 ;0.400 ;0.581 ;0.713 ;0.879 ;1.000 ;1.275 ;1.365 ;1.629 ;
26 ; 0.341 ;0.462 ;0.644 ;0.789 ;0.922 ;1.014 ;1.332 ;1.547 ;1.789 ;
27 ; 0.355 ;0.497 ;0.696 ;0.919 ;1.031 ;1.147 ;1.625 ;1.695 ;1.841 ;
28 ; 0.390 ;0.531 ;0.753 ;0.928 ;1.122 ;1.257 ;1.588 ;1.785 ;2.134 ;
29 ; 0.465 ;0.596 ;0.850 ;1.005 ;1.194 ;1.346 ;1.758 ;1.852 ;2.197 ;
30 ; 0.449 ;0.615 ;0.874 ;1.066 ;1.344 ;1.476 ;1.968 ;2.097 ;2.370 ;
