
10 ; 0.220 ;0.221 ;0.261 ;0.299 ;0.324 ;0.368 ;0.421 ;0.431 ;0.492 ;
11 ; 0.252 ;0.270 ;0.294 ;0.333 ;0.363 ;0.388 ;0.442 ;0.471 ;0.536 ;
12 ; 0.262 ;0.288 ;0.328 ;0.370 ;0.372 ;0.436 ;0.511 ;0.532 ;0.599 ;
13 ; 0.273 ;0.296 ;0.354 ;0.360 ;0.435 ;0.464 ;0.551 ;0.568 ;0.640 ;
14 ; 0.279 ;0.316 ;0.343 ;0.400 ;0.476 ;0.502 ;0.598 ;0.630 ;0.722 ;
15 ; 0.303 ;0.349 ;0.406 ;0.461 ;0.536 ;0.580 ;0.658 ;0.623 ;0.665 ;
16 ; 0.318 ;0.369 ;0.455 ;0.496 ;0.528 ;0.636 ;0.741 ;0.779 ;0.869 ;
17 ; 0.327 ;0.390 ;0.462 ;0.506 ;0.617 ;0.671 ;0.801 ;0.788 ;1.009 ;
18 ; 0.344 ;0.412 ;0.535 ;0.606 ;0.671 ;0.754 ;0.879 ;0.934 ;1.097 ;
19 ; 0.366 ;0.445 ;0.547 ;0.627 ;0.751 ;0.823 ;1.001 ;1.095 ;1.185 ;
20 ; 0.406 ;0.490 ;0.614 ;0.648 ;0.826 ;0.881 ;1.088 ;1.155 ;1.339 ;
21 ; 0.444 ;0.571 ;0.559 ;0.707 ;0.743 ;0.786 ;0.981 ;1.059 ;1.175 ;
22 ; 0.379 ;0.450 ;0.588 ;0.689 ;0.966 ;1.072 ;1.269 ;1.355 ;1.505 ;
23 ; 0.475 ;0.580 ;0.748 ;0.874 ;1.041 ;1.108 ;1.351 ;1.498 ;1.695 ;
24 ; 0.524 ;0.648 ;0.803 ;0.927 ;1.092 ;1.169 ;1.337 ;1.405 ;1.855 ;
25 ; 0.564 ;0.665 ;0.872 ;1.020 ;1.200 ;1.331 ;1.618 ;1.725 ;1.951 ;
26 ; 0.591 ;0.733 ;0.930 ;1.093 ;1.321 ;1.358 ;1.801 ;1.904 ;2.147 ;
27 ; 0.619 ;0.769 ;0.964 ;1.075 ;1.184 ;1.369 ;1.929 ;1.892 ;1.976 ;
28 ; 0.627 ;0.827 ;0.946 ;1.208 ;1.499 ;1.614 ;1.750 ;2.053 ;2.465 ;
29 ; 0.715 ;0.898 ;1.157 ;1.289 ;1.582 ;1.606 ;2.227 ;2.287 ;2.685 ;
30 ; 0.743 ;0.964 ;1.253 ;1.465 ;1.893 ;1.902 ;2.455 ;2.553 ;2.890 ;
