
10 ; 0.256 ;0.277 ;0.312 ;0.338 ;0.367 ;0.389 ;0.446 ;0.473 ;0.505 ;
11 ; 0.276 ;0.309 ;0.341 ;0.375 ;0.404 ;0.431 ;0.509 ;0.544 ;0.579 ;
12 ; 0.303 ;0.333 ;0.397 ;0.417 ;0.462 ;0.500 ;0.578 ;0.608 ;0.671 ;
13 ; 0.336 ;0.365 ;0.430 ;0.466 ;0.528 ;0.557 ;0.660 ;0.713 ;0.757 ;
14 ; 0.377 ;0.433 ;0.491 ;0.539 ;0.585 ;0.645 ;0.741 ;0.787 ;0.861 ;
15 ; 0.410 ;0.466 ;0.549 ;0.609 ;0.693 ;0.714 ;0.844 ;0.886 ;0.986 ;
16 ; 0.481 ;0.548 ;0.615 ;0.691 ;0.764 ;0.816 ;0.976 ;1.029 ;1.136 ;
17 ; 0.552 ;0.601 ;0.703 ;0.785 ;0.858 ;0.975 ;1.078 ;1.142 ;1.281 ;
18 ; 0.608 ;0.687 ;0.803 ;0.883 ;0.973 ;1.048 ;1.225 ;1.290 ;1.432 ;
19 ; 0.687 ;0.783 ;0.922 ;0.979 ;1.097 ;1.175 ;1.360 ;1.477 ;1.600 ;
20 ; 0.799 ;0.890 ;1.005 ;1.101 ;1.220 ;1.318 ;1.536 ;1.655 ;1.813 ;
21 ; 0.898 ;0.989 ;1.167 ;1.248 ;1.363 ;1.453 ;1.723 ;1.804 ;2.009 ;
22 ; 0.992 ;1.142 ;1.287 ;1.400 ;1.551 ;1.639 ;1.922 ;2.053 ;2.228 ;
23 ; 1.129 ;1.260 ;1.422 ;1.583 ;1.712 ;1.857 ;2.152 ;2.248 ;2.491 ;
24 ; 1.281 ;1.448 ;1.627 ;1.783 ;1.975 ;2.086 ;2.405 ;2.524 ;2.737 ;
25 ; 1.438 ;1.589 ;1.839 ;1.950 ;2.149 ;2.310 ;2.684 ;2.779 ;3.029 ;
26 ; 1.638 ;1.824 ;2.076 ;2.219 ;2.428 ;2.564 ;3.026 ;3.142 ;3.374 ;
27 ; 1.858 ;2.029 ;2.296 ;2.519 ;2.701 ;2.857 ;3.282 ;3.433 ;3.779 ;
28 ; 2.116 ;2.295 ;2.603 ;2.740 ;3.056 ;3.186 ;3.637 ;3.800 ;4.127 ;
29 ; 2.330 ;2.530 ;2.833 ;3.151 ;3.324 ;3.645 ;4.097 ;4.221 ;4.565 ;
30 ; 2.639 ;2.871 ;3.129 ;3.391 ;9.490 ;3.902 ;4.396 ;4.640 ;5.082 ;
