
10 ; 0.040 ;0.055 ;0.077 ;0.093 ;0.111 ;0.120 ;0.162 ;0.184 ;0.204 ;
11 ; 0.048 ;0.068 ;0.093 ;0.112 ;0.134 ;0.155 ;0.198 ;0.216 ;0.253 ;
12 ; 0.054 ;0.078 ;0.111 ;0.135 ;0.161 ;0.179 ;0.247 ;0.260 ;0.301 ;
13 ; 0.063 ;0.092 ;0.132 ;0.165 ;0.189 ;0.213 ;0.284 ;0.308 ;0.354 ;
14 ; 0.073 ;0.106 ;0.148 ;0.183 ;0.226 ;0.247 ;0.344 ;0.369 ;0.431 ;
15 ; 0.084 ;0.120 ;0.174 ;0.218 ;0.264 ;0.296 ;0.386 ;0.425 ;0.490 ;
16 ; 0.096 ;0.162 ;0.197 ;0.241 ;0.292 ;0.327 ;0.434 ;0.493 ;0.543 ;
17 ; 0.109 ;0.158 ;0.224 ;0.276 ;0.340 ;0.372 ;0.495 ;0.535 ;0.615 ;
18 ; 0.124 ;0.175 ;0.250 ;0.320 ;0.385 ;0.422 ;0.575 ;0.603 ;0.709 ;
19 ; 0.145 ;0.195 ;0.282 ;0.351 ;0.424 ;0.480 ;0.623 ;0.673 ;0.785 ;
20 ; 0.159 ;0.220 ;0.319 ;0.393 ;0.475 ;0.543 ;0.699 ;0.763 ;0.878 ;
21 ; 0.180 ;0.247 ;0.355 ;0.435 ;0.533 ;0.599 ;0.778 ;0.840 ;0.983 ;
22 ; 0.197 ;0.272 ;0.398 ;0.487 ;0.588 ;0.655 ;0.868 ;0.952 ;1.077 ;
23 ; 0.219 ;0.304 ;0.436 ;0.535 ;0.659 ;0.723 ;0.946 ;1.019 ;1.211 ;
24 ; 0.246 ;0.336 ;0.476 ;0.598 ;0.719 ;0.797 ;1.050 ;1.142 ;1.299 ;
25 ; 0.265 ;0.370 ;0.529 ;0.646 ;0.795 ;0.871 ;1.166 ;1.229 ;1.429 ;
26 ; 0.299 ;0.409 ;0.579 ;0.722 ;0.857 ;0.949 ;1.239 ;1.342 ;1.574 ;
27 ; 0.324 ;0.445 ;0.629 ;0.779 ;0.942 ;1.040 ;1.377 ;1.476 ;1.699 ;
28 ; 0.373 ;0.487 ;0.718 ;0.837 ;1.024 ;1.132 ;1.517 ;1.611 ;1.844 ;
29 ; 0.388 ;0.533 ;0.755 ;0.921 ;1.097 ;1.219 ;1.596 ;1.723 ;2.039 ;
30 ; 0.423 ;0.575 ;0.824 ;0.990 ;1.196 ;1.317 ;1.707 ;1.844 ;2.137 ;
