10.00000 ;  0.04020 ;  0.05560 ;  0.08060 ;  0.09560 ;  0.11460 ;  0.12600 ;  0.17140 ;  0.18420 ;  0.21240 ;  
11.00000 ;  0.04900 ;  0.06720 ;  0.09380 ;  0.12540 ;  0.26500 ;  0.16620 ;  0.20520 ;  0.22840 ;  0.26080 ;
12.00000 ;  0.05560 ;  0.07940 ;  0.11500 ;  0.13940 ;  0.17240 ;  0.19760 ;  0.25600 ;  0.26900 ;  0.31680 ;
13.00000 ;  0.06740 ;  0.09640 ;  0.13900 ;  0.17220 ;  0.20440 ;  0.23020 ;  0.30680 ;  0.33340 ;  0.37340 ;
14.00000 ;  0.07720 ;  0.11380 ;  0.15920 ;  0.20400 ;  0.23960 ;  0.26640 ;  0.35800 ;  0.39040 ;  0.45780 ;
15.00000 ;  0.09280 ;  0.13100 ;  0.19040 ;  0.24900 ;  0.32760 ;  0.30320 ;  0.41600 ;  0.45760 ;  0.53600 ;
16.00000 ;  0.10800 ;  0.15180 ;  0.21420 ;  0.26620 ;  0.32480 ;  0.35580 ;  0.46580 ;  0.53040 ;  0.61420 ;
17.00000 ;  0.11900 ;  0.16940 ;  0.24300 ;  0.29840 ;  0.36020 ;  0.40080 ;  0.54180 ;  0.58420 ;  0.66420 ;
18.00000 ;  0.13420 ;  0.19200 ;  0.27300 ;  0.34720 ;  0.43520 ;  0.47600 ;  0.61300 ;  0.64180 ;  0.75840 ;
19.00000 ;  0.15220 ;  0.21060 ;  0.31240 ;  0.39020 ;  0.47480 ;  0.52140 ;  0.66200 ;  0.71540 ;  0.84080 ;
20.00000 ;  0.16680 ;  0.23620 ;  0.33940 ;  0.41260 ;  0.50420 ;  0.57360 ;  0.75940 ;  0.81100 ;  0.90400 ;
21.00000 ;  0.18580 ;  0.26000 ;  0.38000 ;  0.46840 ;  0.57260 ;  0.62580 ;  0.85340 ;  0.92200 ;  1.05280 ;
22.00000 ;  0.20600 ;  0.29920 ;  1.56420 ;  0.51640 ;  0.64300 ;  0.68660 ;  0.92240 ;  0.97900 ;  1.12740 ;
23.00000 ;  0.23000 ;  0.31480 ;  0.44920 ;  0.55420 ;  0.66840 ;  0.74760 ;  0.97140 ;  1.09040 ;  1.25580 ;
24.00000 ;  0.25100 ;  0.34720 ;  0.50620 ;  0.61460 ;  0.75580 ;  0.82660 ;  1.08120 ;  1.19060 ;  1.37820 ;
25.00000 ;  0.27760 ;  0.38300 ;  0.55320 ;  0.67480 ;  0.83120 ;  0.91940 ;  1.20840 ;  1.29080 ;  1.50900 ;
26.00000 ;  0.31380 ;  0.43380 ;  0.63440 ;  0.77360 ;  0.92180 ;  1.01600 ;  1.33420 ;  1.52320 ;  1.73520 ;
27.00000 ;  0.34840 ;  0.48640 ;  0.66820 ;  0.83900 ;  1.01500 ;  1.12300 ;  1.52840 ;  1.63280 ;  1.82960 ;
28.00000 ;  0.38700 ;  0.52740 ;  0.75360 ;  0.89500 ;  1.06520 ;  1.22220 ;  1.54620 ;  1.68520 ;  2.04460 ;
29.00000 ;  0.43780 ;  0.58460 ;  0.82620 ;  1.00040 ;  1.16760 ;  1.32680 ;  1.72280 ;  1.84980 ;  2.18600 ;
30.00000 ;  0.43400 ;  0.59460 ;  0.84720 ;  1.03300 ;  1.26520 ;  1.40240 ;  1.83860 ;  1.96980 ;  2.25000 ;
