
10 ; 0.247 ;0.273 ;0.314 ;0.340 ;0.357 ;0.395 ;0.445 ;0.472 ;0.524 ;
11 ; 0.276 ;0.290 ;0.330 ;0.376 ;0.403 ;0.433 ;0.507 ;0.532 ;0.595 ;
12 ; 0.287 ;0.323 ;0.366 ;0.406 ;0.449 ;0.493 ;0.572 ;0.615 ;0.652 ;
13 ; 0.315 ;0.338 ;0.412 ;0.447 ;0.503 ;0.532 ;0.628 ;0.694 ;0.770 ;
14 ; 0.339 ;0.380 ;0.447 ;0.500 ;0.557 ;0.597 ;0.733 ;0.751 ;0.834 ;
15 ; 0.385 ;0.425 ;0.503 ;0.557 ;0.615 ;0.663 ;0.789 ;0.854 ;0.944 ;
16 ; 0.406 ;0.456 ;0.549 ;0.616 ;0.693 ;0.749 ;0.902 ;0.956 ;1.068 ;
17 ; 0.450 ;0.518 ;0.621 ;0.699 ;0.777 ;0.830 ;1.018 ;1.078 ;1.208 ;
18 ; 0.505 ;0.577 ;0.710 ;0.800 ;0.911 ;0.971 ;1.156 ;1.257 ;1.350 ;
19 ; 0.574 ;0.665 ;0.793 ;0.879 ;0.997 ;1.063 ;1.277 ;1.359 ;1.495 ;
20 ; 0.647 ;0.735 ;0.871 ;0.984 ;1.109 ;1.195 ;1.400 ;1.512 ;1.696 ;
21 ; 0.725 ;0.836 ;0.979 ;1.087 ;1.224 ;1.324 ;1.593 ;1.713 ;1.886 ;
22 ; 0.813 ;0.921 ;1.098 ;1.220 ;1.368 ;1.476 ;1.795 ;1.950 ;2.090 ;
23 ; 0.918 ;1.039 ;1.227 ;1.372 ;1.530 ;1.659 ;1.954 ;2.102 ;2.313 ;
24 ; 1.049 ;1.173 ;1.385 ;1.517 ;1.697 ;1.832 ;2.252 ;2.326 ;2.577 ;
25 ; 1.176 ;1.305 ;1.578 ;1.780 ;1.896 ;2.072 ;2.417 ;2.595 ;2.859 ;
26 ; 1.333 ;1.484 ;1.729 ;1.904 ;2.120 ;2.285 ;2.710 ;2.841 ;3.145 ;
27 ; 1.510 ;1.650 ;1.939 ;2.139 ;2.361 ;2.588 ;2.959 ;3.171 ;3.506 ;
28 ; 1.733 ;1.870 ;2.157 ;2.373 ;2.635 ;2.827 ;3.330 ;3.650 ;3.857 ;
29 ; 1.889 ;2.071 ;2.460 ;2.650 ;2.911 ;3.142 ;3.690 ;3.851 ;4.271 ;
30 ; 2.160 ;2.332 ;2.712 ;2.935 ;3.248 ;3.470 ;4.035 ;4.240 ;4.662 ;
