
10 ; 0.037 ;0.047 ;0.067 ;0.083 ;0.097 ;0.107 ;0.143 ;0.152 ;0.178 ;
11 ; 0.046 ;0.061 ;0.081 ;0.096 ;0.117 ;0.129 ;0.171 ;0.191 ;0.218 ;
12 ; 0.050 ;0.067 ;0.096 ;0.113 ;0.139 ;0.158 ;0.204 ;0.228 ;0.265 ;
13 ; 0.058 ;0.080 ;0.112 ;0.134 ;0.168 ;0.181 ;0.245 ;0.261 ;0.310 ;
14 ; 0.068 ;0.092 ;0.129 ;0.156 ;0.196 ;0.215 ;0.288 ;0.310 ;0.361 ;
15 ; 0.077 ;0.106 ;0.153 ;0.186 ;0.221 ;0.248 ;0.334 ;0.354 ;0.419 ;
16 ; 0.089 ;0.121 ;0.173 ;0.211 ;0.261 ;0.288 ;0.385 ;0.411 ;0.484 ;
17 ; 0.101 ;0.139 ;0.200 ;0.239 ;0.297 ;0.326 ;0.438 ;0.467 ;0.552 ;
18 ; 0.118 ;0.156 ;0.233 ;0.277 ;0.332 ;0.369 ;0.499 ;0.537 ;0.618 ;
19 ; 0.131 ;0.178 ;0.258 ;0.310 ;0.375 ;0.419 ;0.558 ;0.602 ;0.693 ;
20 ; 0.151 ;0.205 ;0.289 ;0.350 ;0.423 ;0.474 ;0.624 ;0.675 ;0.800 ;
21 ; 0.169 ;0.234 ;0.323 ;0.389 ;0.474 ;0.525 ;0.704 ;0.742 ;0.865 ;
22 ; 0.190 ;0.255 ;0.362 ;0.431 ;0.522 ;0.578 ;0.772 ;0.826 ;0.953 ;
23 ; 0.210 ;0.282 ;0.403 ;0.497 ;0.589 ;0.650 ;0.854 ;0.906 ;1.066 ;
24 ; 0.244 ;0.316 ;0.443 ;0.544 ;0.646 ;0.702 ;0.946 ;0.999 ;1.196 ;
25 ; 0.265 ;0.348 ;0.493 ;0.589 ;0.707 ;0.783 ;1.030 ;1.087 ;1.292 ;
26 ; 0.292 ;0.381 ;0.565 ;0.661 ;0.772 ;0.868 ;1.122 ;1.210 ;1.381 ;
27 ; 0.325 ;0.417 ;0.588 ;0.705 ;0.867 ;0.925 ;1.257 ;1.332 ;1.544 ;
28 ; 0.357 ;0.463 ;0.650 ;0.775 ;0.919 ;1.004 ;1.327 ;1.426 ;1.684 ;
29 ; 0.387 ;0.504 ;0.701 ;0.837 ;1.003 ;1.102 ;1.432 ;1.529 ;1.804 ;
30 ; 0.435 ;0.551 ;0.773 ;0.906 ;1.101 ;1.190 ;1.570 ;1.660 ;1.927 ;
