
10 ; 0.261 ;0.284 ;0.311 ;0.349 ;0.365 ;0.389 ;0.454 ;0.479 ;0.522 ;
11 ; 0.275 ;0.321 ;0.349 ;0.377 ;0.415 ;0.437 ;0.522 ;0.528 ;0.592 ;
12 ; 0.303 ;0.341 ;0.388 ;0.416 ;0.465 ;0.504 ;0.591 ;0.611 ;0.682 ;
13 ; 0.336 ;0.375 ;0.434 ;0.486 ;0.532 ;0.568 ;0.665 ;0.708 ;0.768 ;
14 ; 0.375 ;0.427 ;0.494 ;0.532 ;0.591 ;0.639 ;0.744 ;0.793 ;0.860 ;
15 ; 0.422 ;0.473 ;0.540 ;0.602 ;0.672 ;0.719 ;0.862 ;0.897 ;0.979 ;
16 ; 0.495 ;0.554 ;0.616 ;0.690 ;0.761 ;0.825 ;0.962 ;1.019 ;1.122 ;
17 ; 0.544 ;0.605 ;0.708 ;0.775 ;0.860 ;0.937 ;1.106 ;1.171 ;1.256 ;
18 ; 0.680 ;0.693 ;0.801 ;0.952 ;0.985 ;1.056 ;1.220 ;1.299 ;1.522 ;
19 ; 0.687 ;0.788 ;0.886 ;0.983 ;1.089 ;1.165 ;1.395 ;1.460 ;1.609 ;
20 ; 0.773 ;0.870 ;1.020 ;1.102 ;1.235 ;1.318 ;1.565 ;1.660 ;1.812 ;
21 ; 0.888 ;0.976 ;1.132 ;1.267 ;1.386 ;1.489 ;1.716 ;1.840 ;1.989 ;
22 ; 1.015 ;1.111 ;1.262 ;1.411 ;1.534 ;1.654 ;1.918 ;2.056 ;2.275 ;
23 ; 1.149 ;1.260 ;1.897 ;1.573 ;1.767 ;1.876 ;2.207 ;2.262 ;2.523 ;
24 ; 1.288 ;1.417 ;1.605 ;1.793 ;1.944 ;2.054 ;2.427 ;2.519 ;2.763 ;
25 ; 1.460 ;1.613 ;1.837 ;1.999 ;2.184 ;2.593 ;3.155 ;3.326 ;3.351 ;
26 ; 1.948 ;2.219 ;2.539 ;2.506 ;2.568 ;2.736 ;3.152 ;3.231 ;3.496 ;
27 ; 1.914 ;2.084 ;2.337 ;2.564 ;2.769 ;2.909 ;3.315 ;3.543 ;3.845 ;
28 ; 2.149 ;2.529 ;3.115 ;2.983 ;3.049 ;3.304 ;3.929 ;4.178 ;4.191 ;
29 ; 2.358 ;2.591 ;2.860 ;3.059 ;3.534 ;3.532 ;4.054 ;4.271 ;4.613 ;
30 ; 2.737 ;2.874 ;3.224 ;3.445 ;3.729 ;3.867 ;4.652 ;4.628 ;5.064 ;
